Geographical Description,Geographical Level,ONS Code,Measure Group Description,Disaggregation Level,Measure Value,IMD - Average rank ,Annual Pay Mean,Population,Year
Southampton,Council,E06000045,The proportion of carers who receive self-directed support,18-64,100.0,20786.7,26092,167372.0,2019
Southampton,Council,E06000045,The proportion of carers who receive self-directed support,Total,100.0,20786.7,26092,201245.0,2019
Southampton,Council,E06000045,The proportion of carers who receive self-directed support,65 and over,100.0,20786.7,26092,33873.0,2019
Southampton,Council,E06000045,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,18-64,55.6,20786.7,26092,167372.0,2019
Southampton,Council,E06000045,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,65 and over,64.0,20786.7,26092,33873.0,2019
Southampton,Council,E06000045,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,Female,60.3,20786.7,26092,98575.0,2019
Southampton,Council,E06000045,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,Male,57.7,20786.7,26092,102670.0,2019
Southampton,Council,E06000045,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,Total,59.6,20786.7,26092,201245.0,2019
Southampton,Council,E06000045,The proportion of carers who reported that they had as much social contact as they would like,18-64,18.6,20786.7,26092,167372.0,2019
Southampton,Council,E06000045,The proportion of carers who reported that they had as much social contact as they would like,65 and over,25.7,20786.7,26092,33873.0,2019
Southampton,Council,E06000045,The proportion of carers who reported that they had as much social contact as they would like,Female,19.5,20786.7,26092,98575.0,2019
Southampton,Council,E06000045,The proportion of carers who reported that they had as much social contact as they would like,Male,28.6,20786.7,26092,102670.0,2019
Southampton,Council,E06000045,The proportion of carers who reported that they had as much social contact as they would like,Total,22.2,20786.7,26092,201245.0,2019
Southampton,Council,E06000045,The proportion of older people (aged 65 and over) who received reablement/rehabilitation services after discharge from hospital,Female,5.6,20786.7,26092,98575.0,2019
Southampton,Council,E06000045,The proportion of older people (aged 65 and over) who received reablement/rehabilitation services after discharge from hospital,Male,4.3,20786.7,26092,102670.0,2019
Southampton,Council,E06000045,The proportion of older people (aged 65 and over) who received reablement/rehabilitation services after discharge from hospital,Total,5.0,20786.7,26092,201245.0,2019
Southampton,Council,E06000045,The proportion of older people (aged 65 and over) who received reablement/rehabilitation services after discharge from hospital,65 and over,4.98,20786.7,26092,33873.0,2019
Southampton,Council,E06000045,The proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,Female,84.1,20786.7,26092,98575.0,2019
Southampton,Council,E06000045,The proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,Male,86.6,20786.7,26092,102670.0,2019
Southampton,Council,E06000045,The proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,Total,85.2,20786.7,26092,201245.0,2019
Southampton,Council,E06000045,The proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,65 and over,85.16,20786.7,26092,33873.0,2019
Southampton,Council,E06000045,The proportion of people who use services who feel safe,18-64,66.0,20786.7,26092,167372.0,2019
Southampton,Council,E06000045,The proportion of people who use services who feel safe,65 and over,69.9,20786.7,26092,33873.0,2019
Southampton,Council,E06000045,The proportion of people who use services who feel safe,Female,65.8,20786.7,26092,98575.0,2019
Southampton,Council,E06000045,The proportion of people who use services who feel safe,Male,72.2,20786.7,26092,102670.0,2019
Southampton,Council,E06000045,The proportion of people who use services who feel safe,Total,68.3,20786.7,26092,201245.0,2019
Southampton,Council,E06000045,The proportion of people who use services who find it easy to find information about support,18-64,59.6,20786.7,26092,167372.0,2019
Southampton,Council,E06000045,The proportion of people who use services who find it easy to find information about support,65 and over,61.6,20786.7,26092,33873.0,2019
Southampton,Council,E06000045,The proportion of people who use services who find it easy to find information about support,Female,61.6,20786.7,26092,98575.0,2019
Southampton,Council,E06000045,The proportion of people who use services who find it easy to find information about support,Male,59.6,20786.7,26092,102670.0,2019
Southampton,Council,E06000045,The proportion of people who use services who find it easy to find information about support,Total,60.8,20786.7,26092,201245.0,2019
Southampton,Council,E06000045,The proportion of people who use services who have control over their daily life,18-64,83.8,20786.7,26092,167372.0,2019
Southampton,Council,E06000045,The proportion of people who use services who have control over their daily life,65 and over,74.9,20786.7,26092,33873.0,2019
Southampton,Council,E06000045,The proportion of people who use services who have control over their daily life,Female,76.2,20786.7,26092,98575.0,2019
Southampton,Council,E06000045,The proportion of people who use services who have control over their daily life,Male,82.0,20786.7,26092,102670.0,2019
Southampton,Council,E06000045,The proportion of people who use services who have control over their daily life,Total,78.4,20786.7,26092,201245.0,2019
Southampton,Council,E06000045,The proportion of people who use services who receive direct payments,18-64,26.2,20786.7,26092,167372.0,2019
Southampton,Council,E06000045,The proportion of people who use services who receive direct payments,65 and over,10.2,20786.7,26092,33873.0,2019
Southampton,Council,E06000045,The proportion of people who use services who receive direct payments,Total,18.1,20786.7,26092,201245.0,2019
Southampton,Council,E06000045,The proportion of people who use services who receive self-directed support,18-64,87.1,20786.7,26092,167372.0,2019
Southampton,Council,E06000045,The proportion of people who use services who receive self-directed support,65 and over,69.8,20786.7,26092,33873.0,2019
Southampton,Council,E06000045,The proportion of people who use services who receive self-directed support,Total,78.3,20786.7,26092,201245.0,2019
Southampton,Council,E06000045,The proportion of people who use services who reported that they had as much social contact as they would like,18-64,39.6,20786.7,26092,167372.0,2019
Southampton,Council,E06000045,The proportion of people who use services who reported that they had as much social contact as they would like,65 and over,40.1,20786.7,26092,33873.0,2019
Southampton,Council,E06000045,The proportion of people who use services who reported that they had as much social contact as they would like,Female,37.5,20786.7,26092,98575.0,2019
Southampton,Council,E06000045,The proportion of people who use services who reported that they had as much social contact as they would like,Male,43.5,20786.7,26092,102670.0,2019
Southampton,Council,E06000045,The proportion of people who use services who reported that they had as much social contact as they would like,Total,39.9,20786.7,26092,201245.0,2019
Southampton,Council,E06000045,The proportion of people who use services who say that those services have made them feel safe and secure,18-64,88.8,20786.7,26092,167372.0,2019
Southampton,Council,E06000045,The proportion of people who use services who say that those services have made them feel safe and secure,65 and over,89.2,20786.7,26092,33873.0,2019
