Geographical Description,Geographical Level,ONS Code,Measure Group Description,Disaggregation Level,Measure Value,IMD - Average rank ,Annual Pay Mean,Population,Year
Torbay,Council,E06000027,Proportion of people using social care who receive direct payments,Total,20.5,21088.82,24780,110734.0,2021
Torbay,Council,E06000027,Proportion of people using social care who receive direct payments,18-64,28.5,21088.82,24780,73591.0,2021
Torbay,Council,E06000027,Proportion of people using social care who receive direct payments,65 and over,12.1,21088.82,24780,37143.0,2021
Torbay,Council,E06000027,Proportion of people using social care who receive self-directed support,Total,72.2,21088.82,24780,110734.0,2021
Torbay,Council,E06000027,Proportion of people using social care who receive self-directed support,18-64,86.2,21088.82,24780,73591.0,2021
Torbay,Council,E06000027,Proportion of people using social care who receive self-directed support,65 and over,57.4,21088.82,24780,37143.0,2021
Torbay,Council,E06000027,Proportion of people who use services and carers who find it easy to find information about services,Total,70.8,21088.82,24780,110734.0,2021
Torbay,Council,E06000027,Proportion of people who use services and carers who find it easy to find information about services,18-64,67.2,21088.82,24780,73591.0,2021
Torbay,Council,E06000027,Proportion of people who use services and carers who find it easy to find information about services,65 and over,73.4,21088.82,24780,37143.0,2021
Torbay,Council,E06000027,Proportion of people who use services and carers who find it easy to find information about services,Female,66.3,21088.82,24780,57375.0,2021
Torbay,Council,E06000027,Proportion of people who use services and carers who find it easy to find information about services,Male,74.4,21088.82,24780,53359.0,2021
Torbay,Council,E06000027,Proportion of people who use services who feel safe,Total,72.2,21088.82,24780,110734.0,2021
Torbay,Council,E06000027,Proportion of people who use services who feel safe,18-64,70.8,21088.82,24780,73591.0,2021
Torbay,Council,E06000027,Proportion of people who use services who feel safe,65 and over,73.3,21088.82,24780,37143.0,2021
Torbay,Council,E06000027,Proportion of people who use services who feel safe,Female,72.4,21088.82,24780,57375.0,2021
Torbay,Council,E06000027,Proportion of people who use services who feel safe,Male,72.0,21088.82,24780,53359.0,2021
Torbay,Council,E06000027,Proportion of people who use services who have control over their daily life,Total,85.1,21088.82,24780,110734.0,2021
Torbay,Council,E06000027,Proportion of people who use services who have control over their daily life,18-64,88.1,21088.82,24780,73591.0,2021
Torbay,Council,E06000027,Proportion of people who use services who have control over their daily life,65 and over,82.8,21088.82,24780,37143.0,2021
Torbay,Council,E06000027,Proportion of people who use services who have control over their daily life,Female,84.2,21088.82,24780,57375.0,2021
Torbay,Council,E06000027,Proportion of people who use services who have control over their daily life,Male,86.0,21088.82,24780,53359.0,2021
Torbay,Council,E06000027,Proportion of people who use services who reported that they had as much social contact as they would like,Total,35.3,21088.82,24780,110734.0,2021
Torbay,Council,E06000027,Proportion of people who use services who reported that they had as much social contact as they would like,18-64,39.3,21088.82,24780,73591.0,2021
Torbay,Council,E06000027,Proportion of people who use services who reported that they had as much social contact as they would like,65 and over,32.3,21088.82,24780,37143.0,2021
Torbay,Council,E06000027,Proportion of people who use services who reported that they had as much social contact as they would like,Female,33.9,21088.82,24780,57375.0,2021
Torbay,Council,E06000027,Proportion of people who use services who reported that they had as much social contact as they would like,Male,36.7,21088.82,24780,53359.0,2021
Torbay,Council,E06000027,Proportion of people who use services who say that those services have made them feel safe and secure,Total,81.6,21088.82,24780,110734.0,2021
Torbay,Council,E06000027,Proportion of people who use services who say that those services have made them feel safe and secure,18-64,80.5,21088.82,24780,73591.0,2021
Torbay,Council,E06000027,Proportion of people who use services who say that those services have made them feel safe and secure,65 and over,82.4,21088.82,24780,37143.0,2021
Torbay,Council,E06000027,Proportion of people who use services who say that those services have made them feel safe and secure,Female,80.0,21088.82,24780,57375.0,2021
Torbay,Council,E06000027,Proportion of people who use services who say that those services have made them feel safe and secure,Male,83.3,21088.82,24780,53359.0,2021
Torbay,Council,E06000027,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,Total,86.8,21088.82,24780,110734.0,2021
Torbay,Council,E06000027,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,18-64,93.1,21088.82,24780,73591.0,2021
Torbay,Council,E06000027,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,65 and over,86.3,21088.82,24780,37143.0,2021
Torbay,Council,E06000027,Social care-related quality of life,Total,19.3,21088.82,24780,110734.0,2021
Torbay,Council,E06000027,Social care-related quality of life,18-64,19.5,21088.82,24780,73591.0,2021
Torbay,Council,E06000027,Social care-related quality of life,65 and over,19.1,21088.82,24780,37143.0,2021
Torbay,Council,E06000027,Social care-related quality of life,Female,19.3,21088.82,24780,57375.0,2021
Torbay,Council,E06000027,Social care-related quality of life,Male,19.3,21088.82,24780,53359.0,2021
Tower Hamlets,Council,E09000030,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,316.9,22507.05,45463,257920.0,2021
Tower Hamlets,Council,E09000030,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,8.5,22507.05,45463,257920.0,2021
Tower Hamlets,Council,E09000030,Proportion of adults in contact with secondary mental health services in paid employment,Total,3.0,22507.05,45463,257920.0,2021
Tower Hamlets,Council,E09000030,Proportion of adults in contact with secondary mental health services in paid employment,Female,3.0,22507.05,45463,121300.0,2021
Tower Hamlets,Council,E09000030,Proportion of adults in contact with secondary mental health services in paid employment,Male,2.0,22507.05,45463,136620.0,2021
Tower Hamlets,Council,E09000030,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Total,33.0,22507.05,45463,257920.0,2021
Tower Hamlets,Council,E09000030,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Female,28.0,22507.05,45463,121300.0,2021
Tower Hamlets,Council,E09000030,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Male,36.0,22507.05,45463,136620.0,2021
Tower Hamlets,Council,E09000030,Proportion of adults with learning disabilities in paid employment,Total,5.7,22507.05,45463,257920.0,2021
Tower Hamlets,Council,E09000030,Proportion of adults with learning disabilities in paid employment,Female,3.8,22507.05,45463,121300.0,2021
Tower Hamlets,Council,E09000030,Proportion of adults with learning disabilities in paid employment,Male,7.2,22507.05,45463,136620.0,2021
Tower Hamlets,Council,E09000030,Proportion of adults with learning disabilities who live in their own home or with their family,Total,83.5,22507.05,45463,257920.0,2021
Tower Hamlets,Council,E09000030,Proportion of adults with learning disabilities who live in their own home or with their family,Female,83.3,22507.05,45463,121300.0,2021
Tower Hamlets,Council,E09000030,Proportion of adults with learning disabilities who live in their own home or with their family,Male,83.7,22507.05,45463,136620.0,2021
Tower Hamlets,Council,E09000030,Proportion of carers who receive direct payments,Total,100.0,22507.05,45463,257920.0,2021
Tower Hamlets,Council,E09000030,Proportion of carers who receive direct payments,18-64,100.0,22507.05,45463,236149.0,2021
Tower Hamlets,Council,E09000030,Proportion of carers who receive direct payments,65 and over,100.0,22507.05,45463,21771.0,2021
Tower Hamlets,Council,E09000030,Proportion of carers who receive self-directed support,Total,100.0,22507.05,45463,257920.0,2021
Tower Hamlets,Council,E09000030,Proportion of carers who receive self-directed support,18-64,100.0,22507.05,45463,236149.0,2021
